"","user_id","order_date","order_item","point","comment"
"2034","hu**님","2020년 5월 31일","수원왕갈비 치밥/1(옵션 추가(된장국 추가))","5","ㅠㅠ 사장님~ 계산이 안됬어요 ㅠㅠ 식당전화 해도 통화안되서 제 번호 남겨요 ㅠㅠ 74662428으로 전화주세요 수원왕갈비 치밥, 된장국 총 12000입니다 ㅠㅠㅠㅠ 계좌번호를 모르겠어요"
"2035","ma**님","2020년 5월 31일","두툼한 통등심 가츠동/1(사이드 선택(명란마요밥),음료 선택(스타벅스 RTD 블랙커피)),로스트 치킨과 매콤한 크림리조또/1","4","별 4개가 딱임 나쁘진않음"
"2036","be**님","2020년 5월 31일","이북식 평양랭면/1","3","냉면 배달은 역시나 면이 뭉치고 불어서 쉽지 않아요. 셰플리는 국물도 잘 포장된 건 좋지민 먹다보니 질리네요"
"2037","ii**님","2020년 5월 30일","비빔명란 가라아게동/1","5","치킨이 촉촉하긴한데 바삭한맛도 살리면 좋겟어요"
"2038","su**님","2020년 5월 30일","매콤대패삼겹덮밥/1,로스트 치킨과 매콤한 크림리조또/1","3","무난하게 먹을만 했습니다."
"2039","ba**님","2020년 5월 30일","두툼한 통등심 가츠동/1","5","잘먹었슴돠~~~~~!!!"
"2040","손님","2020년 5월 30일","두툼한 통등심 가츠동/1","5","아니 종이 쇼핑백에서 파리가 축은채로 발견되네 ::"
"2041","sa**님","2020년 5월 30일","비빔명란 가라아게동/1","3","한 끼 깔끔하게 먹을만해요. 배달 빠릅니다"
"2042","손님","2020년 5월 30일","매콤대패삼겹덮밥/1","5","맛있엉ㅅ!!!!!!요!!!!!"
"2043","wo**님","2020년 5월 30일","대패삼겹덮밥/1(사이드 선택(계란말이))","5","맛있어요! 고기양도많고 간도 적당하니 한끼로 먹기 좋네요~"
"2044","nt**님","2020년 5월 30일","로스트 치킨과 매콤한 크림리조또/1","5","개꿀베리땅큐스블루베리"
"2045","gm**님","2020년 5월 30일","궁중식 순살찜닭/1","5","양도많고 맛있어요 ㅎㅎ"
"2046","kk**님","2020년 5월 30일","대패삼겹덮밥/1,수원왕갈비 치밥/1(사이드 선택(트러플 감자튀김M),음료 선택(코카콜라))","5","맛있고 깔끔하고 좋아요"
"2047","sh**님","2020년 5월 30일","두툼한 통등심 가츠동/1(사이드 선택(트러플 감자튀김M),음료 선택(코카콜라))","3","가츠동이 너무 밋밋했던거 같아요"
"2048","sm**님","2020년 5월 30일","대패삼겹덮밥/1(사이드 선택(계란말이))","4","맛있는데 계란말이에 버섯 들어가는지 몰랐네요.. 버섯 못 먹는데.."
"2049","ag**님","2020년 5월 30일","대패삼겹덮밥/1(음료 선택(코카콜라)),수원왕갈비 치킨 L/1(음료 선택(코카콜라))","5","항상만족하고먹어요감사합니다"
"2050","ke**님","2020년 5월 29일","대패삼겹덮밥/1","5","넘 맛있었습니다. 안느끼고 진짜 넘 고소해서 양이 많은데도 다 먹었어요. 그리고 배달하시는분이 넘 친절하셔서~감사해요."
"2051","hy**님","2020년 5월 29일","소불고기 비빔밥/1","5","종종 주문해먹어요. 건강하게 맛있어요^^"
"2052","ty**님","2020년 5월 29일","모둠나물 제육비빔밥/1(사이드 선택(계란말이)),수원왕갈비 치밥/1(사이드 선택(명란마요 가라아게))","5","비빔밥 나물이 엄청 알차고 맛있어요"
"2053","손님","2020년 5월 29일","비빔명란 가라아게동/1","5","왜ㅠㅠ왜 오늘은 명란양이 일케적죠? 하지만 맛있었습니다. 담엔 저번처럼 양 명란부탁드려요"
"2054","pa**님","2020년 5월 29일","비빔명란 가라아게동/1","5","맛은 괜찮았는데 명란이 조금 부족합니다 그리고 배달 좀 신경써주세요 한쪽으로 쏠린 밥 먹고싶을까요?"
"2055","ho**님","2020년 5월 29일","비빔명란 가라아게동/1","5","맛있어요 밸런스가훌륭"
"2056","de**님","2020년 5월 29일","그라나파다노 김치볶음밥/1","5","맛나네요 굿굿굿!!!"
"2057","lo**님","2020년 5월 29일","비빔명란 가라아게동/1","5","오졌다리 오졌다.. 배달 30분만에 와주시고 양, 맛 다 최고에요! 명란들어가서 짤줄 알았는데 간 딱맞아요! 늘 밥 좀만 달라해야지 생각하고선 깜빡해서 배터짐요ㅎㅎㅎ"
"2058","eh**님","2020년 5월 29일","비빔명란 가라아게동/1,유산슬덮밥/1,이북식 평양랭면/1(사이드 선택(명란마요밥)),두툼한 통등심 가츠동/1,로스트 치킨과 매콤한 크림리조또/3,허니갈릭 닭가슴살 시저샐러드/1","4","배달빨랐고 포장이 깔끔해요. 밥도 예쁘게 담아두시고 독특하게 밥알이 보리밥이네요 ? ㅎㅎ 씹는맛이좋았어요 . 그치만 양이 많진 않습니다. 샐러드는 양상추나 기타 등등 야채대신 상추한가지네요 ."
"2059","wi**님","2020년 5월 29일","궁중식 순살찜닭/1","5","언제나 잘먹고 있어요"
"2060","sh**님","2020년 5월 29일","비빔명란 가라아게동/2","3","배달하시는 분이 불친절해서 다신 안 시킬 것 같아요.. 맛은 그냥 먹을만 했어요"
"2061","ph**님","2020년 5월 29일","대패삼겹덮밥/1(사이드 선택(명란마요밥)),수원왕갈비 치밥/1","5","종류별로 다 먹어보려구요 감사합니당"
"2062","we**님","2020년 5월 29일","두툼한 통등심 가츠동/1","5","1인식사하기에 딱좋아요 맛있네요"
"2063","sk**님","2020년 5월 29일","대패삼겹덮밥/1","5","맛있게 잘 먹었습니다~~~"
"2064","cw**님","2020년 5월 28일","이북식 평양랭면/1,대패삼겹덮밥/2","5","맛있게 잘먹었습니다 아이들이 좋아해서 자주시켜먹어요"
"2065","ss**님","2020년 5월 28일","대패삼겹덮밥/1","5","이거 너무한거 아니에요? 레알 존맛탱입니다.<U+0001F44D><U+0001F44F><U+0001F44F><U+0001F44F>"
"2066","de**님","2020년 5월 28일","이북식 평양랭면/1(사이드 선택(계란말이),옵션 추가(된장국 추가,밥추가))","5","일반 평양냉면보다 간이 심심하지 않고 고명도 푸짐해요"
"2067","ho**님","2020년 5월 28일","허니갈릭 닭가슴살 시저샐러드/1","5","닭가슴살이 좀 적어여 맛은있어여"
"2068","ma**님","2020년 5월 28일","이북식 평양랭면/1,대패삼겹덮밥/1(사이드 선택(트러플 감자튀김M))","4","음 맛있어요! 다만 평양냉면은.. 평양냉면은 아닙니다..ㅎㅎ 수퍼에서 사는 냉면 맛이랑 같아요 ㅜㅜ ㅋㅋ"
"2069","tl**님","2020년 5월 28일","로스트 치킨과 매콤한 크림리조또/1,허니갈릭 닭가슴살 시저샐러드/1(사이드 선택(계란말이))","5","일주일에 거의 4-5회는 여기서 먹는데 맛은 언제나 좋아요! 그리고 깨끗해서 좋고요! 언제나 추천이에요. 오늘 아쉽게도 ㅜㅜ 닭이 좀 안익은게 있어서요 이부분이 안타까웠어요."
"2070","jm**님","2020년 5월 28일","소불고기 비빔밥/1","5","단골이 되어버렸네요. 잘먹었습니다"
"2071","zi**님","2020년 5월 28일","두툼한 통등심 가츠동/1","5","깔끔한 포장과 음식 항상 만족합니다"
"2072","tp**님","2020년 5월 28일","비빔명란 가라아게동/1(사이드 선택(트러플 감자튀김M))","2","먹기전이에요~ 명란비비려고 뒤집는데 머리카락이 튀어나왔어요 제 머리카락인가하고봤는데 제거보다는 짧은머리카락이구요 음식 밑에서 나왔네요"
"2073","tj**님","2020년 5월 28일","비빔명란 가라아게동/1","5","맛있게 잘먹었습니다"
"2074","sk**님","2020년 5월 28일","비빔명란 가라아게동/1","5","명란이 푸짐하니 맛있어요 추천드립니다!! 배달도 빨라서 따뜻하게 먹었어요~~"
"2075","at**님","2020년 5월 28일","수원왕갈비 치밥/1","4","지금까지 이런맛은 있었던가 같아요. 기대치가 너무 높았나봐요 ㅜㅜ"
"2076","th**님","2020년 5월 28일","수원왕갈비 치밥/1","5","맛있는데 양은 많고 남기기 아까워 다 먹었는데 오후 업무는 좀 졸아야겠습니다."
"2077","ru**님","2020년 5월 28일","두툼한 통등심 가츠동/1","5","배달 짱빨라요... ㅋㅋㅋㅋ 와서 리뷰 쓰려고 했는데 아직 예상시간 전 ㅋㅋㅋ 음청 따끈하고 배달비도 없고 포장도 깔끔! (쪼오금 짜지만 제 입맛이 원래 간간하니 패스) 배달비 계속 없다면 단골집 될 듯"
"2078","ph**님","2020년 5월 28일","두툼한 통등심 가츠동/2(사이드 선택(명란마요밥))","5","양이 많다고 좋다고 하네요 ㅎㅎ"
"2079","do**님","2020년 5월 28일","두툼한 통등심 가츠동/1","5","현장결제했는데도 재난금 사용이 안되네요 ㅎㅎㅎㅎ 맛있게 잘먹었습니다."
"2080","sw**님","2020년 5월 27일","비빔명란 가라아게동/1","5","그나마괜츈한편입니다"
"2081","bv**님","2020년 5월 27일","비빔명란 가라아게동/1(사이드 선택(계란말이),음료 선택(코카콜라 제로))","5","너무 맛있게 잘먹었어요 소스 조금 더 넣어주시면 더 100점일듯"
"2082","js**님","2020년 5월 27일","그라나파다노 김치볶음밥/1","5","김치볶음밥 최고!!!!!!"
"2083","cw**님","2020년 5월 27일","비빔명란 가라아게동/1,대패삼겹덮밥/1","5","자주시키던거라 맛있게 잘먹었습니다"
"2084","mi**님","2020년 5월 27일","그라나파다노 김치볶음밥/1,대패삼겹덮밥/1,로스트 치킨과 매콤한 크림리조또/1","5","요청사항 들어주셔서 감사합니다~ 맛있게 잘먹었어요~^^ 김치볶음밥과 리조또는 자꾸 생각나는 맛이네요 ㅎㅎㅎ"
"2085","51**님","2020년 5월 27일","그라나파다노 김치볶음밥/1,비빔명란 가라아게동/1(사이드 선택(트러플 감자튀김M),음료 선택(코카콜라))","5","냠냠냠냠 코로나조심하세욤"
"2086","pr**님","2020년 5월 27일","로스트 치킨과 매콤한 크림리조또/1","5","지난번에 먹어보고 맛있어서 재구매했습니다. 셰플리는 믿고 먹는곳이에요"
"2087","ho**님","2020년 5월 27일","궁중식 순살찜닭/1","4","요번은 조금 짜네요."
"2088","sa**님","2020년 5월 27일","두툼한 통등심 가츠동/3,로스트 치킨과 매콤한 크림리조또/2,수원왕갈비 치밥/1","5","명불허전 셰플이 감사합니다"
"2089","hy**님","2020년 5월 27일","매콤대패삼겹덮밥/1(사이드 선택(명란마요 가라아게))","5","처음 시켜봤는데 너무 맛나네요! 대파도 깔끔하고 고기도 너무 좋았어요!"
"2090","da**님","2020년 5월 27일","수원왕갈비 치밥/1","2","제 입맛엔 조금 안맞았네요"
"2091","hy**님","2020년 5월 27일","비빔명란 가라아게동/1","5","항상 맛나요...."
"2092","cw**님","2020년 5월 27일","대패삼겹덮밥/1","5","맛있게 잘먹었습니다 후회없는 선택입니다"
"2093","ks**님","2020년 5월 27일","유산슬덮밥/1","3","배달이 약간 늦는거 외엔 대체로 만족 합니다. 맛도 있고 깔끔해요."
"2094","po**님","2020년 5월 26일","로스트 치킨과 매콤한 크림리조또/1(사이드 선택(새우튀김M),옵션 추가(된장국 추가)),허니갈릭 닭가슴살 시저샐러드/1(사이드 선택(명란마요밥))","5","정말 정말 건강한 맛이었습니다♡"
"2095","ix**님","2020년 5월 26일","두툼한 통등심 가츠동/1(사이드 선택(트러플 감자튀김M),음료 선택(마르티넬리 스파클링 애플주스),옵션 추가(종가집김치))","5","너무 맛있게 잘 먹었어요! 기본에 김치가 없을까봐 종갓집 김치를 추가했는데 있었네요ㅠㅠ"
"2096","손님","2020년 5월 26일","그라나파다노 김치볶음밥/1,허니갈릭 닭가슴살 시저샐러드/1","5","매우 만족합니다~ 이렇게 괜찮은 배달음식도 있구나 감탄하며 먹은 후 자주 시켜먹고있습니다^^"
"2097","lu**님","2020년 5월 26일","비빔명란 가라아게동/1","4","양 적당하고 맛있어요ㅋㅋ"
"2098","ra**님","2020년 5월 26일","그라나파다노 김치볶음밥/1(사이드 선택(명란마요밥,계란말이),옵션 추가(된장국 추가))","5","처음 시켜보는 신 메뉴인데..맛있어요~ 국은..비싼데..너무 양이 작아요. 국을 좀..개선하셨음 합니다."
"2099","eo**님","2020년 5월 26일","대패삼겹덮밥/1","5","넘 맛나요 셰플리 존맛 ㅋㅋㅋㅋㅋ"
"2100","je**님","2020년 5월 26일","비빔명란 가라아게동/1(옵션 추가(된장국 추가))","5","맛있졍 배달빠름 굿"
"2101","wi**님","2020년 5월 26일","비빔명란 가라아게동/1","5","맛있어요맛있어요 맛있어요"
"2102","ss**님","2020년 5월 26일","이북식 평양랭면/1","5","면이 떡이 되서오긴 했지만ㅠ 그래도 잘 먹었습니다~"
"2103","fl**님","2020년 5월 26일","비빔명란 가라아게동/1","1","머리카락 나왔어요.."
"2104","sc**님","2020년 5월 26일","유산슬덮밥/1(사이드 선택(새우튀김M)),두툼한 통등심 가츠동/1","5","배달 빠르고 맛있어요"
"2105","sc**님","2020년 5월 26일","궁중식 순살찜닭/1,대패삼겹덮밥/1(사이드 선택(계란말이))","5","배달 빠르고 맛있어요"
"2106","sm**님","2020년 5월 25일","두툼한 통등심 가츠동/1(사이드 선택(트러플 감자튀김M))","5","언제나 맛있어요!!!!!!"
"2107","sk**님","2020년 5월 25일","궁중식 순살찜닭/1","5","맛있게 잘 먹었어요. 무슨 메뉴를 시키든 다 맛있네요!!!"
"2108","so**님","2020년 5월 25일","모둠나물 제육비빔밥/1","5","맛있게 잘먹었어요~"
"2109","ss**님","2020년 5월 25일","두툼한 통등심 가츠동/1","3","맛은있는데 좀짜요"
"2110","cw**님","2020년 5월 25일","대패삼겹덮밥/1","5","늘 먹던거라 후회없는 선택입니다"
"2111","to**님","2020년 5월 25일","비빔명란 가라아게동/1","1","별로예요 닭고기 에서 냄세가 나네요ㅜㅜ"
"2112","ak**님","2020년 5월 25일","비빔명란 가라아게동/1","5","맛있게 잘먹었습니다 다른메뉴도 기대됍니다^^"
"2113","ss**님","2020년 5월 25일","수원왕갈비 치밥/1","5","맛있게 잘 먹었습니다."
"2114","ss**님","2020년 5월 25일","두툼한 통등심 가츠동/1","5","돈까스 두툼해서 좋아요!"
"2115","ve**님","2020년 5월 24일","두툼한 통등심 가츠동/1","5","딴건 몰라도 포장은 기가맥힘"
"2116","xe**님","2020년 5월 24일","매콤대패삼겹덮밥/1,모둠나물 제육비빔밥/1,이북식 평양랭면/1","5","맛있어요. 배달도 빨리어셨고,"
"2117","mi**님","2020년 5월 24일","비빔명란 가라아게동/1","5","다 너무 맛있어요ㅎㅅㅇ"
"2118","ks**님","2020년 5월 24일","궁중식 순살찜닭/1","5","찜닭 먹고싶을때 생각나는.. 재료도 여러가지 들어가서 (은행,밤,단호박,떡) 먹는 재미가 있어요 맛도 좋아요"
"2119","sk**님","2020년 5월 24일","궁중식 순살찜닭/1","5","푸짐하게 잘 먹었어요~"
"2120","sk**님","2020년 5월 24일","수원왕갈비 치밥/1","5","맛있어요~ 배달도 빠르구요!"
"2121","or**님","2020년 5월 23일","궁중식 순살찜닭/1(음료 선택(스타벅스 RTD 블랙커피))","5","배달 빠르고 잘먹었습니다 감사합니다<U+0001F48C>"
"2122","jm**님","2020년 5월 23일","두툼한 통등심 가츠동/1","5","언제나맛있어요.잘먹었어요"
"2123","ds**님","2020년 5월 23일","매콤대패삼겹덮밥/1(사이드 선택(트러플 감자튀김M))","5","맛있어요 자주시켜먹는데 역시 jmt"
"2124","ak**님","2020년 5월 23일","두툼한 통등심 가츠동/1","5","맛도있고 빠르고 기사님도 친절하시고 감사합니다"
"2125","01**님","2020년 5월 23일","수원왕갈비 치밥/1(사이드 선택(트러플 감자튀김M),옵션 추가(된장국 추가))","1","주문접수 후 30분 뒤에 취소 당하고 요기요에 전화하니 정상주문이라더니 최종적으로 한시간뒤에 결과를 알수있었고 배달해줄수없다고함 밥못먹고 다음날 다시 주문했는데 배달 또 느리고 맛이라도 있을줄알았는데 맛도별로네요ㅠㅠ다신안먹을듯..;;"
"2126","ha**님","2020년 5월 22일","대패삼겹덮밥/1","5","맛있어요 양도 많았어요 여기서 종종 시켜먹으려구요"
"2127","re**님","2020년 5월 22일","유산슬덮밥/1","5","감사합니다. 잘먹었습니다"
"2128","hn**님","2020년 5월 22일","이북식 평양랭면/1,궁중식 순살찜닭/1(옵션 추가(된장국 추가))","3","라이더분 친절하시고 맛은 평냉은 고명 많은데 면, 육수가 분식집 냉면맛이고 찜닭은 괜찮은데 약간 다네요. 근데 밥이 원래 이렇게 조금오나요? 용기가 큰것도 아닌데 밥이 절반정도만 담겨서 왔는데 밥이 모자라서 덜준건지...집이라 밥 더 먹긴했는데 밖이었으면 밥 하나로 많이 실망했을것같습니다"
"2129","ps**님","2020년 5월 22일","모둠나물 제육비빔밥/1,소불고기 비빔밥/1","5","진짜 맛나게 먹었습니다."
"2130","ph**님","2020년 5월 21일","이북식 평양랭면/1(사이드 선택(명란마요밥))","5","냉면이랑 마요밥 다 맛있었다고 하네요 두 번 같은 걸 주문하는 바람에 후기도 두번 써요"
"2131","sm**님","2020년 5월 21일","두툼한 통등심 가츠동/1(사이드 선택(트러플 감자튀김L))","5","언제나 먹어도 맛있어요!!"
"2132","bi**님","2020년 5월 21일","그라나파다노 김치볶음밥/1(사이드 선택(계란말이))","5","맛있고 배달빨라여 ㅎ"
"2133","tw**님","2020년 5월 21일","소불고기 비빔밥/1,궁중식 순살찜닭/1,두툼한 통등심 가츠동/1","5","언제나 맛있습니다^^"
"2134","to**님","2020년 5월 21일","비빔명란 가라아게동/1,유산슬덮밥/1(사이드 선택(새우튀김M))","4","가라아게동은 맛있었음. 유산슬덮밥은 먹을만은한데 굳이 두번 시켜볼 맛은 아닌듯"
"2135","ch**님","2020년 5월 21일","대패삼겹덮밥/1","5","양도 많고 배송도 빨라요!! 자주 시키려구요~"
"2136","mi**님","2020년 5월 21일","소불고기 비빔밥/1","5","맛있고 깔끔해요ㅎㅎ"
"2137","ph**님","2020년 5월 21일","이북식 평양랭면/1(사이드 선택(명란마요밥))","5","하나 주문하고 좀 있다가 같은 걸 주문하는 바람에 하나가 취소되는 사태가 ㅠㅠ 아이들이 냉면 먹고 싶대서 주문했는데 맛은 좋다고 해요"
"2138","mi**님","2020년 5월 21일","이북식 평양랭면/1(사이드 선택(새우튀김M))","5","맛있어서 매일 시키게 되네요ㅋㅋ 메뉴가 몇 개 더 늘면 매우매우 좋을 것 같습니다~"
"2139","qm**님","2020년 5월 20일","두툼한 통등심 가츠동/1","5","잘먹었어요. ㅎㅎ"
"2140","gn**님","2020년 5월 20일","궁중식 순살찜닭/1","4","잘 먹을기오옹"
"2141","ma**님","2020년 5월 20일","궁중식 순살찜닭/1","5","맛있어요! 강추합니다~"
"2142","ha**님","2020년 5월 20일","궁중식 순살찜닭/1","5","<U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D>"
"2143","bi**님","2020년 5월 20일","수원왕갈비 치밥/1","5","치밥맛있어요 존맛 ㅋ"
"2144","tk**님","2020년 5월 20일","유산슬덮밥/1","5","배달은 늦지만 양이많고 맛있어서 좋아요~"
"2145","ch**님","2020년 5월 20일","궁중식 순살찜닭/1","5","포장이 엄청 고급스럽네요..ㅎㅎ"
"2146","ti**님","2020년 5월 20일","대패삼겹덮밥/1","5","맛있게 잘 먹었습니다"
"2147","op**님","2020년 5월 20일","그라나파다노 김치볶음밥/1","3","치밥은 맛있는데 이건 그냥 그랬어요 그냥 평범한 김치 볶음밥..?"
"2148","sw**님","2020년 5월 20일","비빔명란 가라아게동/1","5","맛있게 잘 먹었어요ㅎㅎ"
"2149","손님","2020년 5월 19일","궁중식 순살찜닭/1(사이드 선택(명란마요밥,계란말이),옵션 추가(종가집김치))","5","맛도 쵝오<U+0001F44D> 깔끔한게 너무 좋았어요"
"2150","mi**님","2020년 5월 19일","유산슬덮밥/1","5","항상 맛있게 잘 먹고 있습니다~_~"
"2151","mi**님","2020년 5월 19일","궁중식 순살찜닭/1(음료 선택(코카콜라))","5","고오오급도시락이 먹고 싶을 때 시켜먹는 셰플리~"
"2152","al**님","2020년 5월 19일","수원왕갈비 치킨 L/1","4","맛있네여 잘먹었습니다"
"2153","su**님","2020년 5월 19일","유산슬덮밥/1","4","맛있게 잘 먹었습니다"
"2154","hh**님","2020년 5월 18일","이북식 평양랭면/1,두툼한 통등심 가츠동/1","4","잘 먹었습니다 비오는데 고생이 많으셨어요"
"2155","su**님","2020년 5월 18일","모둠나물 제육비빔밥/1","5","군더더기 없이 깔끔하니 괜찮네용!! 양이 적어보이는 듯 하였으나 막상 다 먹으니 배불렀어요! 잘먹었습니다~"
"2156","ho**님","2020년 5월 18일","대패삼겹덮밥/1","5","너무 맛있게 잘 먹었습니다. 감사합니다. 또 시켜 먹을게요!!"
"2157","gk**님","2020년 5월 18일","두툼한 통등심 가츠동/1(사이드 선택(트러플 감자튀김M))","5","진짜 맛잇어요!!!! 자주 시켜먹을게용"
"2158","wi**님","2020년 5월 18일","이북식 평양랭면/1","5","여긴 안먹을 수가 없어요"
"2159","nh**님","2020년 5월 18일","두툼한 통등심 가츠동/1(사이드 선택(명란마요밥,계란말이))","5","두군데 동시에 시켰는데 이곳이 너무괜찮게와서 타업체곳과 비교가되었네요 이업체 추천합니다 맛이면맛 포장상태 양 금액대비 강추합니다"
"2160","ki**님","2020년 5월 18일","이북식 평양랭면/1","5","깔끔하게 잘 오고 고명이 많아서 좋아요! 요청사항도 잘 들어주시고 배달도 빠르고 제가 생각한 평양냉면 맛은 아니지만 맛있게 잘 먹었어요<U+0001F618>"
"2161","ri**님","2020년 5월 17일","궁중식 순살찜닭/1","5","당면이 불어오긴 했지만 먹을만 했어요^^"
"2162","lo**님","2020년 5월 17일","궁중식 순살찜닭/2,대패삼겹덮밥/2","5","자주 시켜먹는 곳. 한끼 든든하게 먹을수 있어서 좋아요. 단 김치가 아쉬워요 ㅜ 안먹고 버리는... 차라리 피클 종류가 좋을거 같아요"
"2163","yo**님","2020년 5월 17일","유산슬덮밥/1(사이드 선택(명란마요 가라아게,트러플 감자튀김M))","1","별로에요.... ."
"2164","ho**님","2020년 5월 16일","그라나파다노 김치볶음밥/1,두툼한 통등심 가츠동/1,대패삼겹덮밥/1,로스트 치킨과 매콤한 크림리조또/1","4","밥이 약간 많아서 남겼네요 맛도 적당한 수준요"
"2165","sa**님","2020년 5월 16일","로스트 치킨과 매콤한 크림리조또/1","3","음....적절한 맛이네요"
"2166","bl**님","2020년 5월 16일","두툼한 통등심 가츠동/1","5","가츠동 맛있어요!!!"
"2167","ho**님","2020년 5월 16일","이북식 평양랭면/1(사이드 선택(계란말이)),두툼한 통등심 가츠동/1,수원왕갈비 치킨 L/1","4","배달시간이 좀 걸리네요, 맛은 나쁘지 않았고요. 다만, 음식이 전반적으로 단맛이 강했어요. 냉면육수도 조금 많이 달구요."
"2168","sm**님","2020년 5월 16일","로스트 치킨과 매콤한 크림리조또/1","5","나름 괜찮았어요!!"
"2169","ns**님","2020년 5월 16일","궁중식 순살찜닭/1","3","배달빠르고 포장 깔끔한데 너무 달아요"
"2170","su**님","2020년 5월 16일","유산슬덮밥/1(사이드 선택(새우튀김M))","5","여긴 맛있음~~ 자주 시킬게요 수고하세요"
"2171","gs**님","2020년 5월 16일","대패삼겹덮밥/1","4","어허어 ㅠㅠ 양 많이달라고 부탁드렸는데 부추가.. 넘치고있습니다. 제가 부추 팬은 아닌지라 부추가 엄청많아요.. 부추가.. 부추에 빠질정도로 많이왔어요. 제가 많이달라고 요청사항에 넣어서 죄송해요 부추 좋아하시는분은 진짜.. 좋아하실거에요 ㅎ"
"2172","du**님","2020년 5월 16일","소불고기 비빔밥/1","4","엄청 자주시켜먹습니다 그런데 오늘 무슨일있나요??? 평소와 다르게 나물양이 터무니없이 작게왔네요 6~70프로 수준입니다 왜이렇죠?"
"2173","js**님","2020년 5월 16일","비빔명란 가라아게동/1","5","배달 빨리와서 따뜻하게 먹었어요! 맛있어용"
"2174","hk**님","2020년 5월 16일","수원왕갈비 치밥/1","3","양은 많은데 치킨이 약간 눅눅하네용"
"2175","go**님","2020년 5월 16일","유산슬덮밥/1","5","배달 빠르고! 맛도 좋아요~ ㅎㅎ"
"2176","ki**님","2020년 5월 15일","유산슬덮밥/1,로스트 치킨과 매콤한 크림리조또/1","5","추천이예요 너무 맛있네요"
"2177","gn**님","2020년 5월 15일","궁중식 순살찜닭/1","4","잘 먹었어용"
"2178","sk**님","2020년 5월 15일","유산슬덮밥/1","5","후 김치 넘치게 담아주셔서 감사해요 싹 비웠습니다 김치+유산슬덮밥 조합 짱이에요"
"2179","vi**님","2020년 5월 15일","이북식 평양랭면/1,두툼한 통등심 가츠동/1","4","재닌 지원금 안되요 돈가스는 괜찮았어요"
"2180","s3**님","2020년 5월 15일","매콤대패삼겹덮밥/1,유산슬덮밥/1,궁중식 순살찜닭/1","4","셰플리 잘 먹었습니다."
"2181","tw**님","2020년 5월 15일","유산슬덮밥/1(사이드 선택(새우튀김M,계란말이)),이북식 평양랭면/1,궁중식 순살찜닭/1(옵션 추가(된장국 추가))","5","잘 먹었습니다. 맛도 있습니다"
"2182","lo**님","2020년 5월 15일","두툼한 통등심 가츠동/1","5","배달 짱 빨라요ㅎㅎ 두툼한 돈카츠와 촉촉한 밥이 꿀맛!"
"2183","ep**님","2020년 5월 15일","유산슬덮밥/1","5","따뜻할 때 먹으면 완전 맛나요"
"2184","ar**님","2020년 5월 15일","로스트 치킨과 매콤한 크림리조또/1","5","도착예정시각 12시 20분 실도착시각 1시 15분 연락처를 구하려니 없고 요기요에 문의하니 해당지점으로 직접전화걸라하시니...참...점심밥 새로 하다가 다 차리니 배달이 왔습니다..."
"2185","ss**님","2020년 5월 15일","유산슬덮밥/1","5","음식 깔끔해서 좋아해요!"
"2186","ko**님","2020년 5월 15일","이북식 평양랭면/1","5","요청사항 체크 잘해주시고 넘 만족스럽게 잘먹었습니다 감사합니다^^"
"2187","손님","2020년 5월 15일","궁중식 순살찜닭/1,대패삼겹덮밥/1","5","추천받고 먹었는데 진짜 깔끔하고 맛있어요! 입맛돋구눈 맛이네용"
"2188","sm**님","2020년 5월 15일","두툼한 통등심 가츠동/1(사이드 선택(트러플 감자튀김L))","5","맛 좋고 양도 배부르게 먹을 정도에요."
"2189","yj**님","2020년 5월 14일","비빔명란 가라아게동/1,두툼한 통등심 가츠동/1","5","맛있게 잘먹었어용 배터지겠음"
"2190","al**님","2020년 5월 14일","궁중식 순살찜닭/1","5","매번 같은 것만 먹다 처음으로 다른 거 시켜봤는데 정말 이렇게만 주신다면 계속 재구매 의사가 왕창 있습니당ㅎ 넘넘 맛있게 잘 먹었어요!"
"2191","gs**님","2020년 5월 14일","궁중식 순살찜닭/1","5","처음 시켜봤는데 맛있습니다!"
"2192","qh**님","2020년 5월 14일","두툼한 통등심 가츠동/1,수원왕갈비 치킨 L/1","3","갈비치킨은 다른지점보다 맛있습니다 홀에서 먹은거보다 맛있었는데 가츠동은 날마다 맛이 다른거같아요 어느날엔 맛있고 어느날엔 값 싼 일식집보다 맛없습니다 오늘은 맛 없는날인가보네요"
"2193","to**님","2020년 5월 14일","유산슬덮밥/1(옵션 추가(된장국 추가))","5","맛있게 잘 먹었습니다~"
"2194","th**님","2020년 5월 14일","비빔명란 가라아게동/1","4","맛있게 잘 먹었습니다."
"2195","ni**님","2020년 5월 14일","유산슬덮밥/1","1","왜 이렇게 메뉴별로 편차가 크냐? 여기는 진짜 궁중 찜닭 하나 보고 시켜먹어야되겠네"
"2196","mi**님","2020년 5월 14일","유산슬덮밥/1,두툼한 통등심 가츠동/1,대패삼겹덮밥/1","4","깔끔하고 양도 많고 괜찮았어요~ 대패삼겹덮밥이 젤 맛있어요^^"
"2197","kk**님","2020년 5월 14일","유산슬덮밥/1","5","맛있게 잘먹었습니다"
"2198","sy**님","2020년 5월 14일","유산슬덮밥/1(사이드 선택(명란마요 가라아게))","5","유산슬 리뷰보다 양도 맛도 최곤데요?"
